entry,at,order
"""Dirty Diaper @ AvoHls2e56"" posts a big blind of 0.20",2023-07-06T03:02:30.008Z,168861255000806
"""Owen @ yW0aVOwsyd"" posts a small blind of 0.10",2023-07-06T03:02:30.008Z,168861255000805
"Your hand is 3♦, 2♣",2023-07-06T03:02:30.008Z,168861255000804
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (36.30) | #9 ""Sean @ e9kYYd2t6l"" (20.45) | #10 ""Owen @ yW0aVOwsyd"" (28.25)",2023-07-06T03:02:30.008Z,168861255000801
"-- starting hand #71 (id: vpudxzwhe2c6)  (No Limit Texas Hold'em) (dealer: ""Sean @ e9kYYd2t6l"") --",2023-07-06T03:02:30.008Z,168861255000800
"-- ending hand #70 --",2023-07-06T03:02:27.059Z,168861254705902
"""Owen @ yW0aVOwsyd"" collected 0.40 from pot",2023-07-06T03:02:27.059Z,168861254705901
"Uncalled bet of 0.40 returned to ""Owen @ yW0aVOwsyd""",2023-07-06T03:02:27.059Z,168861254705900
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T03:02:26.194Z,168861254619400
"""Owen @ yW0aVOwsyd"" bets 0.40",2023-07-06T03:02:18.161Z,168861253816100
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T03:02:14.287Z,168861253428700
"River: A♥, 7♦, J♥, 10♣ [3♥]",2023-07-06T03:02:07.499Z,168861252749900
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T03:02:06.666Z,168861252666600
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T03:02:05.554Z,168861252555400
"Turn: A♥, 7♦, J♥ [10♣]",2023-07-06T03:01:52.222Z,168861251222200
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T03:01:51.320Z,168861251132000
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T03:01:50.353Z,168861251035300
"Flop:  [A♥, 7♦, J♥]",2023-07-06T03:01:39.209Z,168861249920900
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T03:01:38.301Z,168861249830100
"""Sean @ e9kYYd2t6l"" calls 0.20",2023-07-06T03:01:37.453Z,168861249745300
"""Dirty Diaper @ AvoHls2e56"" folds",2023-07-06T03:01:19.469Z,168861247946900
"""Owen @ yW0aVOwsyd"" posts a big blind of 0.20",2023-07-06T03:01:17.189Z,168861247718906
"""Sean @ e9kYYd2t6l"" posts a small blind of 0.10",2023-07-06T03:01:17.189Z,168861247718905
"Your hand is 7♥, 5♣",2023-07-06T03:01:17.189Z,168861247718904
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (36.30) | #9 ""Sean @ e9kYYd2t6l"" (20.65) | #10 ""Owen @ yW0aVOwsyd"" (28.05)",2023-07-06T03:01:17.189Z,168861247718901
"-- starting hand #70 (id: vacq5sp0mw5x)  (No Limit Texas Hold'em) (dealer: ""Dirty Diaper @ AvoHls2e56"") --",2023-07-06T03:01:17.189Z,168861247718900
"-- ending hand #69 --",2023-07-06T03:01:14.189Z,168861247418902
"""Sean @ e9kYYd2t6l"" collected 0.40 from pot",2023-07-06T03:01:14.189Z,168861247418901
"Uncalled bet of 0.80 returned to ""Sean @ e9kYYd2t6l""",2023-07-06T03:01:14.189Z,168861247418900
"""Dirty Diaper @ AvoHls2e56"" folds",2023-07-06T03:01:13.277Z,168861247327700
"""Sean @ e9kYYd2t6l"" bets 0.80",2023-07-06T03:00:59.159Z,168861245915900
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T03:00:48.587Z,168861244858700
"Flop:  [4♦, 3♣, 8♥]",2023-07-06T03:00:44.076Z,168861244407600
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T03:00:43.226Z,168861244322600
"""Dirty Diaper @ AvoHls2e56"" calls 0.20",2023-07-06T03:00:42.298Z,168861244229800
"""Owen @ yW0aVOwsyd"" folds",2023-07-06T03:00:39.725Z,168861243972500
"""Sean @ e9kYYd2t6l"" posts a big blind of 0.20",2023-07-06T03:00:38.006Z,168861243800606
"""Dirty Diaper @ AvoHls2e56"" posts a small blind of 0.10",2023-07-06T03:00:38.006Z,168861243800605
"Your hand is Q♦, 3♥",2023-07-06T03:00:38.006Z,168861243800604
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (36.50) | #9 ""Sean @ e9kYYd2t6l"" (20.45) | #10 ""Owen @ yW0aVOwsyd"" (28.05)",2023-07-06T03:00:38.006Z,168861243800601
"-- starting hand #69 (id: lwbhcyaktvui)  (No Limit Texas Hold'em) (dealer: ""Owen @ yW0aVOwsyd"") --",2023-07-06T03:00:38.006Z,168861243800600
"-- ending hand #68 --",2023-07-06T03:00:35.076Z,168861243507602
"""Dirty Diaper @ AvoHls2e56"" collected 1.40 from pot",2023-07-06T03:00:35.076Z,168861243507601
"Uncalled bet of 1.05 returned to ""Dirty Diaper @ AvoHls2e56""",2023-07-06T03:00:35.076Z,168861243507600
"""Owen @ yW0aVOwsyd"" folds",2023-07-06T03:00:34.252Z,168861243425200
"""Dirty Diaper @ AvoHls2e56"" bets 1.05",2023-07-06T03:00:32.371Z,168861243237100
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T03:00:26.914Z,168861242691400
"Turn: 5♠, 6♥, 6♣ [Q♣]",2023-07-06T03:00:23.552Z,168861242355200
"""Owen @ yW0aVOwsyd"" calls 0.20",2023-07-06T03:00:22.682Z,168861242268200
"""Dirty Diaper @ AvoHls2e56"" bets 0.20",2023-07-06T03:00:20.901Z,168861242090100
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T03:00:16.388Z,168861241638800
"Flop:  [5♠, 6♥, 6♣]",2023-07-06T03:00:13.753Z,168861241375300
"""Dirty Diaper @ AvoHls2e56"" calls 0.50",2023-07-06T03:00:12.888Z,168861241288800
"""Owen @ yW0aVOwsyd"" raises to 0.50",2023-07-06T03:00:09.503Z,168861240950300
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T03:00:06.150Z,168861240615000
"""Dirty Diaper @ AvoHls2e56"" posts a big blind of 0.20",2023-07-06T02:59:52.320Z,168861239232006
"""Owen @ yW0aVOwsyd"" posts a small blind of 0.10",2023-07-06T02:59:52.320Z,168861239232005
"Your hand is 10♣, A♠",2023-07-06T02:59:52.320Z,168861239232004
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (35.80) | #9 ""Sean @ e9kYYd2t6l"" (20.45) | #10 ""Owen @ yW0aVOwsyd"" (28.75)",2023-07-06T02:59:52.320Z,168861239232001
"-- starting hand #68 (id: s8v6vv5fdalh)  (No Limit Texas Hold'em) (dealer: ""Sean @ e9kYYd2t6l"") --",2023-07-06T02:59:52.320Z,168861239232000
"-- ending hand #67 --",2023-07-06T02:59:49.318Z,168861238931802
"""Sean @ e9kYYd2t6l"" collected 0.80 from pot",2023-07-06T02:59:49.318Z,168861238931801
"Uncalled bet of 0.80 returned to ""Sean @ e9kYYd2t6l""",2023-07-06T02:59:49.318Z,168861238931800
"""Owen @ yW0aVOwsyd"" folds",2023-07-06T02:59:48.463Z,168861238846300
"""Sean @ e9kYYd2t6l"" bets 0.80",2023-07-06T02:59:46.998Z,168861238699800
"River: 2♥, 9♠, A♥, J♠ [10♦]",2023-07-06T02:59:42.738Z,168861238273800
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T02:59:41.917Z,168861238191700
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T02:59:40.938Z,168861238093800
"Turn: 2♥, 9♠, A♥ [J♠]",2023-07-06T02:59:33.911Z,168861237391100
"""Owen @ yW0aVOwsyd"" calls 0.20",2023-07-06T02:59:33.051Z,168861237305100
"""Sean @ e9kYYd2t6l"" bets 0.20",2023-07-06T02:59:31.650Z,168861237165000
"Flop:  [2♥, 9♠, A♥]",2023-07-06T02:59:26.382Z,168861236638200
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T02:59:25.510Z,168861236551000
"""Sean @ e9kYYd2t6l"" calls 0.20",2023-07-06T02:59:18.277Z,168861235827700
"""Dirty Diaper @ AvoHls2e56"" folds",2023-07-06T02:59:15.701Z,168861235570100
"""Owen @ yW0aVOwsyd"" posts a big blind of 0.20",2023-07-06T02:59:13.373Z,168861235337306
"""Sean @ e9kYYd2t6l"" posts a small blind of 0.10",2023-07-06T02:59:13.373Z,168861235337305
"Your hand is K♥, 4♣",2023-07-06T02:59:13.373Z,168861235337304
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (35.80) | #9 ""Sean @ e9kYYd2t6l"" (20.05) | #10 ""Owen @ yW0aVOwsyd"" (29.15)",2023-07-06T02:59:13.373Z,168861235337301
"-- starting hand #67 (id: zpvyutyzbpdk)  (No Limit Texas Hold'em) (dealer: ""Dirty Diaper @ AvoHls2e56"") --",2023-07-06T02:59:13.373Z,168861235337300
"""Dirty Diaper @ AvoHls2e56"" shows a J♦, A♥.",2023-07-06T02:59:10.955Z,168861235095500
"-- ending hand #66 --",2023-07-06T02:59:09.698Z,168861234969802
"""Dirty Diaper @ AvoHls2e56"" collected 0.40 from pot",2023-07-06T02:59:09.698Z,168861234969801
"Uncalled bet of 0.20 returned to ""Dirty Diaper @ AvoHls2e56""",2023-07-06T02:59:09.698Z,168861234969800
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T02:59:08.843Z,168861234884300
"""Dirty Diaper @ AvoHls2e56"" raises to 0.40",2023-07-06T02:59:03.130Z,168861234313000
"""Owen @ yW0aVOwsyd"" folds",2023-07-06T02:58:59.944Z,168861233994400
"""Sean @ e9kYYd2t6l"" posts a big blind of 0.20",2023-07-06T02:58:58.007Z,168861233800706
"""Dirty Diaper @ AvoHls2e56"" posts a small blind of 0.10",2023-07-06T02:58:58.007Z,168861233800705
"Your hand is 5♣, 7♥",2023-07-06T02:58:58.007Z,168861233800704
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (35.60) | #9 ""Sean @ e9kYYd2t6l"" (20.25) | #10 ""Owen @ yW0aVOwsyd"" (29.15)",2023-07-06T02:58:58.007Z,168861233800701
"-- starting hand #66 (id: sxcktstuheyx)  (No Limit Texas Hold'em) (dealer: ""Owen @ yW0aVOwsyd"") --",2023-07-06T02:58:58.007Z,168861233800700
"-- ending hand #65 --",2023-07-06T02:58:51.987Z,168861233198704
"""Dirty Diaper @ AvoHls2e56"" shows a 4♣, 2♣.",2023-07-06T02:58:51.987Z,168861233198703
"""Owen @ yW0aVOwsyd"" shows a 9♥, 8♦.",2023-07-06T02:58:51.987Z,168861233198702
"""Sean @ e9kYYd2t6l"" collected 1.50 from pot with Pair, 10's (combination: 10♥, 10♣, A♠, Q♣, 6♦)",2023-07-06T02:58:51.987Z,168861233198701
"""Sean @ e9kYYd2t6l"" shows a 10♥, 2♥.",2023-07-06T02:58:51.987Z,168861233198700
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T02:58:51.154Z,168861233115400
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T02:58:44.613Z,168861232461300
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T02:58:40.418Z,168861232041800
"River: 4♦, Q♣, 6♦, 10♣ [A♠]",2023-07-06T02:58:38.512Z,168861231851200
"""Sean @ e9kYYd2t6l"" calls 0.30",2023-07-06T02:58:37.674Z,168861231767400
"""Dirty Diaper @ AvoHls2e56"" calls 0.30",2023-07-06T02:58:33.614Z,168861231361400
"""Owen @ yW0aVOwsyd"" bets 0.30",2023-07-06T02:58:31.237Z,168861231123700
"Turn: 4♦, Q♣, 6♦ [10♣]",2023-07-06T02:58:25.910Z,168861230591000
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T02:58:25.105Z,168861230510500
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T02:58:24.142Z,168861230414200
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T02:58:19.674Z,168861229967400
"Flop:  [4♦, Q♣, 6♦]",2023-07-06T02:58:13.502Z,168861229350200
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T02:58:12.636Z,168861229263600
"""Owen @ yW0aVOwsyd"" calls 0.20",2023-07-06T02:58:09.742Z,168861228974200
"""Sean @ e9kYYd2t6l"" calls 0.20",2023-07-06T02:58:08.499Z,168861228849900
"""Dirty Diaper @ AvoHls2e56"" posts a big blind of 0.20",2023-07-06T02:58:00.992Z,168861228099206
"""Owen @ yW0aVOwsyd"" posts a small blind of 0.10",2023-07-06T02:58:00.992Z,168861228099205
"Your hand is 9♥, 8♦",2023-07-06T02:58:00.992Z,168861228099204
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (36.10) | #9 ""Sean @ e9kYYd2t6l"" (19.25) | #10 ""Owen @ yW0aVOwsyd"" (29.65)",2023-07-06T02:58:00.992Z,168861228099201
"-- starting hand #65 (id: iyqowhi0wxre)  (No Limit Texas Hold'em) (dealer: ""Sean @ e9kYYd2t6l"") --",2023-07-06T02:58:00.992Z,168861228099200
"-- ending hand #64 --",2023-07-06T02:57:58.076Z,168861227807602
"""Dirty Diaper @ AvoHls2e56"" collected 2.40 from pot",2023-07-06T02:57:58.076Z,168861227807601
"Uncalled bet of 1.20 returned to ""Dirty Diaper @ AvoHls2e56""",2023-07-06T02:57:58.076Z,168861227807600
"""Owen @ yW0aVOwsyd"" folds",2023-07-06T02:57:57.223Z,168861227722300
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T02:57:56.335Z,168861227633500
"""Dirty Diaper @ AvoHls2e56"" bets 1.20",2023-07-06T02:57:47.352Z,168861226735200
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T02:57:40.554Z,168861226055400
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T02:57:39.425Z,168861225942500
"River: 8♠, 9♦, 4♠, 6♣ [J♠]",2023-07-06T02:57:37.459Z,168861225745900
"""Owen @ yW0aVOwsyd"" calls 0.60",2023-07-06T02:57:36.631Z,168861225663100
"""Sean @ e9kYYd2t6l"" calls 0.60",2023-07-06T02:57:35.506Z,168861225550600
"""Dirty Diaper @ AvoHls2e56"" bets 0.60",2023-07-06T02:57:26.349Z,168861224634900
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T02:57:20.847Z,168861224084700
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T02:57:19.361Z,168861223936100
"Turn: 8♠, 9♦, 4♠ [6♣]",2023-07-06T02:57:13.054Z,168861223305400
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T02:57:12.156Z,168861223215600
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T02:57:11.207Z,168861223120700
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T02:57:09.904Z,168861222990400
"Flop:  [8♠, 9♦, 4♠]",2023-07-06T02:57:06.538Z,168861222653800
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T02:57:05.685Z,168861222568500
"""Sean @ e9kYYd2t6l"" calls 0.20",2023-07-06T02:57:00.565Z,168861222056500
"""Dirty Diaper @ AvoHls2e56"" calls 0.20",2023-07-06T02:56:59.097Z,168861221909700
"""Owen @ yW0aVOwsyd"" posts a big blind of 0.20",2023-07-06T02:56:54.721Z,168861221472106
"""Sean @ e9kYYd2t6l"" posts a small blind of 0.10",2023-07-06T02:56:54.721Z,168861221472105
"Your hand is K♠, 6♥",2023-07-06T02:56:54.721Z,168861221472104
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (34.50) | #9 ""Sean @ e9kYYd2t6l"" (20.05) | #10 ""Owen @ yW0aVOwsyd"" (30.45)",2023-07-06T02:56:54.721Z,168861221472101
"-- starting hand #64 (id: bzsbbfxl0e9x)  (No Limit Texas Hold'em) (dealer: ""Dirty Diaper @ AvoHls2e56"") --",2023-07-06T02:56:54.721Z,168861221472100
"-- ending hand #63 --",2023-07-06T02:56:51.810Z,168861221181002
"""Owen @ yW0aVOwsyd"" collected 1.00 from pot",2023-07-06T02:56:51.810Z,168861221181001
"Uncalled bet of 0.75 returned to ""Owen @ yW0aVOwsyd""",2023-07-06T02:56:51.810Z,168861221181000
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T02:56:50.918Z,168861221091800
"""Owen @ yW0aVOwsyd"" bets 0.75",2023-07-06T02:56:47.641Z,168861220764100
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T02:56:44.415Z,168861220441500
"Flop:  [5♥, 2♦, J♦]",2023-07-06T02:56:41.700Z,168861220170000
"""Sean @ e9kYYd2t6l"" calls 0.45",2023-07-06T02:56:40.872Z,168861220087200
"""Dirty Diaper @ AvoHls2e56"" folds",2023-07-06T02:56:39.398Z,168861219939800
"""Owen @ yW0aVOwsyd"" raises to 0.45",2023-07-06T02:56:30.534Z,168861219053400
"""Sean @ e9kYYd2t6l"" posts a big blind of 0.20",2023-07-06T02:56:25.681Z,168861218568106
"""Dirty Diaper @ AvoHls2e56"" posts a small blind of 0.10",2023-07-06T02:56:25.681Z,168861218568105
"Your hand is 5♣, J♣",2023-07-06T02:56:25.681Z,168861218568104
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (34.60) | #9 ""Sean @ e9kYYd2t6l"" (20.50) | #10 ""Owen @ yW0aVOwsyd"" (29.90)",2023-07-06T02:56:25.681Z,168861218568101
"-- starting hand #63 (id: 3dnuauzxooec)  (No Limit Texas Hold'em) (dealer: ""Owen @ yW0aVOwsyd"") --",2023-07-06T02:56:25.681Z,168861218568100
"""Owen @ yW0aVOwsyd"" shows a 2♣, 5♥.",2023-07-06T02:56:22.856Z,168861218285600
"-- ending hand #62 --",2023-07-06T02:56:22.074Z,168861218207402
"""Owen @ yW0aVOwsyd"" collected 0.40 from pot",2023-07-06T02:56:22.074Z,168861218207401
"Uncalled bet of 0.30 returned to ""Owen @ yW0aVOwsyd""",2023-07-06T02:56:22.074Z,168861218207400
"""Dirty Diaper @ AvoHls2e56"" folds",2023-07-06T02:56:21.252Z,168861218125200
"""Owen @ yW0aVOwsyd"" bets 0.30",2023-07-06T02:56:16.723Z,168861217672300
"Flop:  [4♥, 3♠, 6♥]",2023-07-06T02:56:11.373Z,168861217137300
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T02:56:10.485Z,168861217048500
"""Owen @ yW0aVOwsyd"" calls 0.20",2023-07-06T02:56:09.586Z,168861216958600
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T02:56:08.308Z,168861216830800
"""Dirty Diaper @ AvoHls2e56"" posts a big blind of 0.20",2023-07-06T02:56:02.162Z,168861216216206
"""Owen @ yW0aVOwsyd"" posts a small blind of 0.10",2023-07-06T02:56:02.162Z,168861216216205
"Your hand is 2♣, 5♥",2023-07-06T02:56:02.162Z,168861216216204
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (34.80) | #9 ""Sean @ e9kYYd2t6l"" (20.50) | #10 ""Owen @ yW0aVOwsyd"" (29.70)",2023-07-06T02:56:02.162Z,168861216216201
"-- starting hand #62 (id: i2uivevf8i3m)  (No Limit Texas Hold'em) (dealer: ""Sean @ e9kYYd2t6l"") --",2023-07-06T02:56:02.162Z,168861216216200
"-- ending hand #61 --",2023-07-06T02:55:59.186Z,168861215918602
"""Owen @ yW0aVOwsyd"" collected 0.40 from pot",2023-07-06T02:55:59.186Z,168861215918601
"Uncalled bet of 0.40 returned to ""Owen @ yW0aVOwsyd""",2023-07-06T02:55:59.186Z,168861215918600
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T02:55:58.374Z,168861215837400
"""Owen @ yW0aVOwsyd"" bets 0.40",2023-07-06T02:55:54.858Z,168861215485800
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T02:55:52.081Z,168861215208100
"Turn: 7♥, 7♦, 8♥ [3♥]",2023-07-06T02:55:46.340Z,168861214634000
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T02:55:45.529Z,168861214552900
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T02:55:43.528Z,168861214352800
"Flop:  [7♥, 7♦, 8♥]",2023-07-06T02:55:35.155Z,168861213515500
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T02:55:34.350Z,168861213435000
"""Sean @ e9kYYd2t6l"" calls 0.20",2023-07-06T02:55:27.961Z,168861212796100
"""Dirty Diaper @ AvoHls2e56"" folds",2023-07-06T02:55:26.222Z,168861212622200
"""Owen @ yW0aVOwsyd"" posts a big blind of 0.20",2023-07-06T02:55:23.323Z,168861212332306
"""Sean @ e9kYYd2t6l"" posts a small blind of 0.10",2023-07-06T02:55:23.323Z,168861212332305
"Your hand is 3♣, 10♦",2023-07-06T02:55:23.323Z,168861212332304
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (34.80) | #9 ""Sean @ e9kYYd2t6l"" (20.70) | #10 ""Owen @ yW0aVOwsyd"" (29.50)",2023-07-06T02:55:23.323Z,168861212332301
"-- starting hand #61 (id: hl8cz0aiyqrg)  (No Limit Texas Hold'em) (dealer: ""Dirty Diaper @ AvoHls2e56"") --",2023-07-06T02:55:23.323Z,168861212332300
"-- ending hand #60 --",2023-07-06T02:55:20.403Z,168861212040302
"""Dirty Diaper @ AvoHls2e56"" collected 0.80 from pot",2023-07-06T02:55:20.403Z,168861212040301
"Uncalled bet of 0.80 returned to ""Dirty Diaper @ AvoHls2e56""",2023-07-06T02:55:20.403Z,168861212040300
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T02:55:19.564Z,168861211956400
"""Dirty Diaper @ AvoHls2e56"" bets 0.80",2023-07-06T02:55:08.996Z,168861210899600
"River: 7♦, Q♠, 6♦, J♣ [9♥]",2023-07-06T02:55:03.489Z,168861210348900
"""Sean @ e9kYYd2t6l"" calls 0.20",2023-07-06T02:55:02.669Z,168861210266900
"""Dirty Diaper @ AvoHls2e56"" bets 0.20",2023-07-06T02:55:00.696Z,168861210069600
"Turn: 7♦, Q♠, 6♦ [J♣]",2023-07-06T02:54:57.576Z,168861209757600
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T02:54:56.729Z,168861209672900
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T02:54:54.950Z,168861209495000
"Flop:  [7♦, Q♠, 6♦]",2023-07-06T02:54:52.573Z,168861209257300
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T02:54:51.712Z,168861209171200
"""Dirty Diaper @ AvoHls2e56"" calls 0.20",2023-07-06T02:54:49.347Z,168861208934700
"""Owen @ yW0aVOwsyd"" folds",2023-07-06T02:54:44.585Z,168861208458500
"""Sean @ e9kYYd2t6l"" posts a big blind of 0.20",2023-07-06T02:54:42.558Z,168861208255806
"""Dirty Diaper @ AvoHls2e56"" posts a small blind of 0.10",2023-07-06T02:54:42.558Z,168861208255805
"Your hand is 2♣, 9♠",2023-07-06T02:54:42.558Z,168861208255804
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (34.40) | #9 ""Sean @ e9kYYd2t6l"" (21.10) | #10 ""Owen @ yW0aVOwsyd"" (29.50)",2023-07-06T02:54:42.558Z,168861208255801
"-- starting hand #60 (id: hb3iizsilg5t)  (No Limit Texas Hold'em) (dealer: ""Owen @ yW0aVOwsyd"") --",2023-07-06T02:54:42.558Z,168861208255800
"-- ending hand #59 --",2023-07-06T02:54:39.558Z,168861207955802
"""Owen @ yW0aVOwsyd"" collected 0.60 from pot",2023-07-06T02:54:39.558Z,168861207955801
"Uncalled bet of 0.45 returned to ""Owen @ yW0aVOwsyd""",2023-07-06T02:54:39.558Z,168861207955800
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T02:54:38.707Z,168861207870700
"""Dirty Diaper @ AvoHls2e56"" folds",2023-07-06T02:54:30.485Z,168861207048500
"""Owen @ yW0aVOwsyd"" bets 0.45",2023-07-06T02:54:19.524Z,168861205952400
"Turn: 10♠, 4♥, 2♦ [4♦]",2023-07-06T02:54:15.539Z,168861205553900
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T02:54:14.644Z,168861205464400
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T02:54:12.119Z,168861205211900
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T02:54:08.839Z,168861204883900
"Flop:  [10♠, 4♥, 2♦]",2023-07-06T02:54:05.520Z,168861204552000
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T02:54:04.656Z,168861204465600
"""Owen @ yW0aVOwsyd"" calls 0.20",2023-07-06T02:54:03.777Z,168861204377700
"""Sean @ e9kYYd2t6l"" calls 0.20",2023-07-06T02:54:02.459Z,168861204245900
"""Dirty Diaper @ AvoHls2e56"" posts a big blind of 0.20",2023-07-06T02:53:53.718Z,168861203371806
"""Owen @ yW0aVOwsyd"" posts a small blind of 0.10",2023-07-06T02:53:53.718Z,168861203371805
"Your hand is 6♠, 4♣",2023-07-06T02:53:53.718Z,168861203371804
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (34.60) | #9 ""Sean @ e9kYYd2t6l"" (21.30) | #10 ""Owen @ yW0aVOwsyd"" (29.10)",2023-07-06T02:53:53.718Z,168861203371801
"-- starting hand #59 (id: a4xscnm2cezk)  (No Limit Texas Hold'em) (dealer: ""Sean @ e9kYYd2t6l"") --",2023-07-06T02:53:53.718Z,168861203371800
"""Owen @ yW0aVOwsyd"" shows a K♦, Q♦.",2023-07-06T02:53:50.888Z,168861203088800
"-- ending hand #58 --",2023-07-06T02:53:50.112Z,168861203011202
"""Owen @ yW0aVOwsyd"" collected 0.40 from pot",2023-07-06T02:53:50.112Z,168861203011201
"Uncalled bet of 0.40 returned to ""Owen @ yW0aVOwsyd""",2023-07-06T02:53:50.112Z,168861203011200
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T02:53:49.278Z,168861202927800
"""Owen @ yW0aVOwsyd"" raises to 0.60",2023-07-06T02:53:40.136Z,168861202013600
"""Sean @ e9kYYd2t6l"" calls 0.20",2023-07-06T02:53:33.990Z,168861201399000
"""Dirty Diaper @ AvoHls2e56"" folds",2023-07-06T02:53:21.106Z,168861200110600
"""Owen @ yW0aVOwsyd"" posts a big blind of 0.20",2023-07-06T02:53:20.730Z,168861200073006
"""Sean @ e9kYYd2t6l"" posts a small blind of 0.10",2023-07-06T02:53:20.730Z,168861200073005
"Your hand is K♦, Q♦",2023-07-06T02:53:20.730Z,168861200073004
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (34.60) | #9 ""Sean @ e9kYYd2t6l"" (21.50) | #10 ""Owen @ yW0aVOwsyd"" (28.90)",2023-07-06T02:53:20.730Z,168861200073001
"-- starting hand #58 (id: e3d6evkrnxs5)  (No Limit Texas Hold'em) (dealer: ""Dirty Diaper @ AvoHls2e56"") --",2023-07-06T02:53:20.730Z,168861200073000
"-- ending hand #57 --",2023-07-06T02:53:17.807Z,168861199780702
"""Dirty Diaper @ AvoHls2e56"" collected 1.40 from pot",2023-07-06T02:53:17.807Z,168861199780701
"Uncalled bet of 1.05 returned to ""Dirty Diaper @ AvoHls2e56""",2023-07-06T02:53:17.807Z,168861199780700
"""Owen @ yW0aVOwsyd"" folds",2023-07-06T02:53:16.949Z,168861199694900
"""Dirty Diaper @ AvoHls2e56"" bets 1.05",2023-07-06T02:53:14.046Z,168861199404600
"River: 6♣, J♥, 10♦, A♥ [9♦]",2023-07-06T02:53:05.462Z,168861198546200
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T02:53:04.596Z,168861198459600
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T02:53:02.985Z,168861198298500
"Turn: 6♣, J♥, 10♦ [A♥]",2023-07-06T02:52:59.847Z,168861197984700
"""Owen @ yW0aVOwsyd"" calls 0.40",2023-07-06T02:52:58.992Z,168861197899200
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T02:52:57.842Z,168861197784200
